0.2,keep,davinci,cpp,161,1.00,1.00,1.00,1.00
0.2,keep,davinci,cs,158,1.00,1.00,1.00,1.00
0.2,keep,davinci,d,156,1.00,1.00,1.00,1.00
0.2,keep,davinci,go,154,1.00,1.00,1.00,1.00
0.2,keep,davinci,java,161,1.00,1.00,1.00,1.00
0.2,keep,davinci,jl,159,1.00,1.00,1.00,1.00
0.2,keep,davinci,js,161,1.00,1.00,1.00,1.00
0.2,keep,davinci,lua,161,1.00,1.00,1.00,1.00
0.2,keep,davinci,php,161,1.00,1.00,1.00,1.00
0.2,keep,davinci,pl,161,1.00,1.00,1.00,1.00
0.2,keep,davinci,py,161,1.00,1.00,1.00,1.00
0.2,keep,davinci,r,161,1.00,1.00,1.00,1.00
0.2,keep,davinci,rb,161,1.00,1.00,1.00,1.00
0.2,keep,davinci,rkt,161,1.00,1.00,1.00,1.00
0.2,keep,davinci,rs,156,1.00,1.00,1.00,1.00
0.2,keep,davinci,scala,160,1.00,1.00,1.00,1.00
0.2,keep,davinci,sh,158,1.00,1.00,1.00,1.00
0.2,keep,davinci,swift,161,1.00,1.00,1.00,1.00
0.2,keep,davinci,ts,159,1.00,1.00,1.00,1.00
0.2,keep,incoder,cpp,161,1.00,1.00,1.00,1.00
0.2,keep,incoder,cs,158,1.00,1.00,1.00,1.00
0.2,keep,incoder,d,156,1.00,1.00,1.00,1.00
0.2,keep,incoder,go,154,1.00,1.00,1.00,1.00
0.2,keep,incoder,java,161,1.00,1.00,1.00,1.00
0.2,keep,incoder,jl,159,1.00,1.00,1.00,1.00
0.2,keep,incoder,js,161,1.00,1.00,1.00,1.00
0.2,keep,incoder,lua,161,1.00,1.00,1.00,1.00
0.2,keep,incoder,php,161,1.00,1.00,1.00,1.00
0.2,keep,incoder,pl,161,1.00,1.00,1.00,1.00
0.2,keep,incoder,py,161,1.00,1.00,1.00,1.00
0.2,keep,incoder,r,161,1.00,1.00,1.00,1.00
0.2,keep,incoder,rb,161,1.00,1.00,1.00,1.00
0.2,keep,incoder,rkt,161,1.00,1.00,1.00,1.00
0.2,keep,incoder,rs,156,1.00,1.00,1.00,1.00
0.2,keep,incoder,scala,160,1.00,1.00,1.00,1.00
0.2,keep,incoder,sh,158,1.00,1.00,1.00,1.00
0.2,keep,incoder,swift,161,1.00,1.00,1.00,1.00
0.2,keep,incoder,ts,159,1.00,1.00,1.00,1.00
0.2,remove,davinci,cpp,158,1.00,1.00,1.00,1.00
0.2,remove,davinci,cs,155,1.00,1.00,1.00,1.00
0.2,remove,davinci,d,153,1.00,1.00,1.00,1.00
0.2,remove,davinci,go,151,1.00,1.00,1.00,1.00
0.2,remove,davinci,java,157,1.00,1.00,1.00,1.00
0.2,remove,davinci,jl,156,1.00,1.00,1.00,1.00
0.2,remove,davinci,js,158,1.00,1.00,1.00,1.00
0.2,remove,davinci,lua,158,1.00,1.00,1.00,1.00
0.2,remove,davinci,php,158,1.00,1.00,1.00,1.00
0.2,remove,davinci,pl,158,1.00,1.00,1.00,1.00
0.2,remove,davinci,py,158,1.00,1.00,1.00,1.00
0.2,remove,davinci,r,158,1.00,1.00,1.00,1.00
0.2,remove,davinci,rb,158,1.00,1.00,1.00,1.00
0.2,remove,davinci,rkt,158,1.00,1.00,1.00,1.00
0.2,remove,davinci,rs,153,1.00,1.00,1.00,1.00
0.2,remove,davinci,scala,157,1.00,1.00,1.00,1.00
0.2,remove,davinci,sh,155,1.00,1.00,1.00,1.00
0.2,remove,davinci,swift,158,1.00,1.00,1.00,1.00
0.2,remove,davinci,ts,156,1.00,1.00,1.00,1.00
0.2,remove,incoder,cpp,158,1.00,1.00,1.00,1.00
0.2,remove,incoder,cs,155,1.00,1.00,1.00,1.00
0.2,remove,incoder,d,153,1.00,1.00,1.00,1.00
0.2,remove,incoder,go,151,1.00,1.00,1.00,1.00
0.2,remove,incoder,java,157,1.00,1.00,1.00,1.00
0.2,remove,incoder,jl,156,1.00,1.00,1.00,1.00
0.2,remove,incoder,js,158,1.00,1.00,1.00,1.00
0.2,remove,incoder,lua,158,1.00,1.00,1.00,1.00
0.2,remove,incoder,php,158,1.00,1.00,1.00,1.00
0.2,remove,incoder,pl,158,1.00,1.00,1.00,1.00
0.2,remove,incoder,py,158,1.00,1.00,1.00,1.00
0.2,remove,incoder,r,158,1.00,1.00,1.00,1.00
0.2,remove,incoder,rb,158,1.00,1.00,1.00,1.00
0.2,remove,incoder,rkt,158,1.00,1.00,1.00,1.00
0.2,remove,incoder,rs,153,1.00,1.00,1.00,1.00
0.2,remove,incoder,scala,157,1.00,1.00,1.00,1.00
0.2,remove,incoder,sh,155,1.00,1.00,1.00,1.00
0.2,remove,incoder,swift,158,1.00,1.00,1.00,1.00
0.2,remove,incoder,ts,156,1.00,1.00,1.00,1.00
0.2,reworded,davinci,cpp,159,1.00,1.00,1.00,1.00
0.2,reworded,davinci,cs,156,1.00,1.00,1.00,1.00
0.2,reworded,davinci,d,156,1.00,1.00,1.00,1.00
0.2,reworded,davinci,go,154,1.00,1.00,1.00,1.00
0.2,reworded,davinci,java,156,1.00,1.00,1.00,1.00
0.2,reworded,davinci,jl,159,1.00,1.00,1.00,1.00
0.2,reworded,davinci,js,161,1.00,1.00,1.00,1.00
0.2,reworded,davinci,lua,161,1.00,1.00,1.00,1.00
0.2,reworded,davinci,php,161,1.00,1.00,1.00,1.00
0.2,reworded,davinci,pl,161,1.00,1.00,1.00,1.00
0.2,reworded,davinci,py,161,1.00,1.00,1.00,1.00
0.2,reworded,davinci,r,161,1.00,1.00,1.00,1.00
0.2,reworded,davinci,rb,161,1.00,1.00,1.00,1.00
0.2,reworded,davinci,rkt,161,1.00,1.00,1.00,1.00
0.2,reworded,davinci,rs,156,1.00,1.00,1.00,1.00
0.2,reworded,davinci,scala,158,1.00,1.00,1.00,1.00
0.2,reworded,davinci,sh,158,1.00,1.00,1.00,1.00
0.2,reworded,davinci,swift,158,1.00,1.00,1.00,1.00
0.2,reworded,davinci,ts,159,1.00,1.00,1.00,1.00
0.2,reworded,incoder,cpp,159,1.00,1.00,1.00,1.00
0.2,reworded,incoder,cs,156,1.00,1.00,1.00,1.00
0.2,reworded,incoder,d,156,1.00,1.00,1.00,1.00
0.2,reworded,incoder,go,154,1.00,1.00,1.00,1.00
0.2,reworded,incoder,java,156,1.00,1.00,1.00,1.00
0.2,reworded,incoder,jl,159,1.00,1.00,1.00,1.00
0.2,reworded,incoder,js,161,1.00,1.00,1.00,1.00
0.2,reworded,incoder,lua,161,1.00,1.00,1.00,1.00
0.2,reworded,incoder,php,161,1.00,1.00,1.00,1.00
0.2,reworded,incoder,pl,161,1.00,1.00,1.00,1.00
0.2,reworded,incoder,py,161,1.00,1.00,1.00,1.00
0.2,reworded,incoder,r,161,1.00,1.00,1.00,1.00
0.2,reworded,incoder,rb,161,1.00,1.00,1.00,1.00
0.2,reworded,incoder,rkt,161,1.00,1.00,1.00,1.00
0.2,reworded,incoder,rs,156,1.00,1.00,1.00,1.00
0.2,reworded,incoder,scala,158,1.00,1.00,1.00,1.00
0.2,reworded,incoder,sh,158,1.00,1.00,1.00,1.00
0.2,reworded,incoder,swift,158,1.00,1.00,1.00,1.00
0.2,reworded,incoder,ts,159,1.00,1.00,1.00,1.00
0.2,transform,davinci,cpp,159,1.00,1.00,1.00,1.00
0.2,transform,davinci,cs,156,1.00,1.00,1.00,1.00
0.2,transform,davinci,d,156,1.00,1.00,1.00,1.00
0.2,transform,davinci,go,154,1.00,1.00,1.00,1.00
0.2,transform,davinci,java,156,1.00,1.00,1.00,1.00
0.2,transform,davinci,jl,159,1.00,1.00,1.00,1.00
0.2,transform,davinci,js,161,1.00,1.00,1.00,1.00
0.2,transform,davinci,lua,161,1.00,1.00,1.00,1.00
0.2,transform,davinci,php,161,1.00,1.00,1.00,1.00
0.2,transform,davinci,pl,161,1.00,1.00,1.00,1.00
0.2,transform,davinci,py,161,1.00,1.00,1.00,1.00
0.2,transform,davinci,r,161,1.00,1.00,1.00,1.00
0.2,transform,davinci,rb,161,1.00,1.00,1.00,1.00
0.2,transform,davinci,rkt,161,1.00,1.00,1.00,1.00
0.2,transform,davinci,rs,156,1.00,1.00,1.00,1.00
0.2,transform,davinci,scala,158,1.00,1.00,1.00,1.00
0.2,transform,davinci,sh,158,1.00,1.00,1.00,1.00
0.2,transform,davinci,swift,158,1.00,1.00,1.00,1.00
0.2,transform,davinci,ts,159,1.00,1.00,1.00,1.00
0.2,transform,incoder,cpp,159,1.00,1.00,1.00,1.00
0.2,transform,incoder,cs,156,1.00,1.00,1.00,1.00
0.2,transform,incoder,d,156,1.00,1.00,1.00,1.00
0.2,transform,incoder,go,154,1.00,1.00,1.00,1.00
0.2,transform,incoder,java,156,1.00,1.00,1.00,1.00
0.2,transform,incoder,jl,159,1.00,1.00,1.00,1.00
