py,davinci,0.2,reworded,1,0.46677018633540385
py,incoder,0.2,reworded,1,0.15869565217391302
js,davinci,0.2,reworded,1,0.4899378881987577
js,incoder,0.2,reworded,1,0.0937577639751553
ts,davinci,0.2,reworded,1,0.440691823899371
ts,incoder,0.2,reworded,1,0.08572327044025158
java,davinci,0.2,reworded,1,0.4012500000000001
java,incoder,0.2,reworded,1,0.08150641025641028
d,davinci,0.2,reworded,1,0.217051282051282
d,incoder,0.2,reworded,1,0.016025641025641024
cpp,davinci,0.2,reworded,1,0.4844025157232703
cpp,incoder,0.2,reworded,1,0.10330188679245286
r,davinci,0.2,reworded,1,0.23127329192546592
r,incoder,0.2,reworded,1,0.04009316770186336
rs,davinci,0.2,reworded,1,0.4340064102564105
rs,incoder,0.2,reworded,1,0.03865384615384616
jl,davinci,0.2,reworded,1,0.35742138364779874
jl,incoder,0.2,reworded,1,0.005534591194968559
sh,davinci,0.2,reworded,1,0.23243670886075954
sh,incoder,0.2,reworded,1,0.023670886075949367
cs,davinci,0.2,reworded,1,0.3418589743589744
cs,incoder,0.2,reworded,1,0.09971153846153852
go,davinci,0.2,reworded,1,0.3138636363636364
go,incoder,0.2,reworded,1,0.07275974025974027
lua,davinci,0.2,reworded,1,0.4082919254658386
lua,incoder,0.2,reworded,1,0.05378881987577639
pl,davinci,0.2,reworded,1,0.3476708074534163
pl,incoder,0.2,reworded,1,0.04406832298136645
php,davinci,0.2,reworded,1,0.47397515527950296
php,incoder,0.2,reworded,1,0.06204968944099378
rb,davinci,0.2,reworded,1,0.4268322981366457
rb,incoder,0.2,reworded,1,0.06195652173913043
scala,davinci,0.2,reworded,1,0.43607594936708854
scala,incoder,0.2,reworded,1,0.0634493670886076
swift,davinci,0.2,reworded,1,0.3801582278481013
swift,incoder,0.2,reworded,1,0.0585126582278481
rkt,davinci,0.2,reworded,1,0.17599378881987573
rkt,incoder,0.2,reworded,1,0.022701863354037274
py,davinci,0.2,keep,1,0.4590372670807453
py,incoder,0.2,keep,1,0.153416149068323
js,davinci,0.2,keep,1,0.4901863354037267
js,incoder,0.2,keep,1,0.09403726708074536
ts,davinci,0.2,keep,1,0.4351572327044025
ts,incoder,0.2,keep,1,0.0836792452830189
java,davinci,0.2,keep,1,0.39142857142857135
