HumanEval_0_has_close_elements,0,143,57
HumanEval_100_make_a_pile,0,107,93
HumanEval_101_words_string,0,6,194
HumanEval_102_choose_num,4,119,77
HumanEval_104_unique_digits,0,88,112
HumanEval_105_by_length,3,196,1
HumanEval_106_f,3,18,179
HumanEval_107_even_odd_palindrome,0,200,0
HumanEval_108_count_nums,0,22,178
HumanEval_109_move_one_ball,3,180,17
HumanEval_10_make_palindrome,2,187,11
HumanEval_110_exchange,3,44,153
HumanEval_111_histogram,9,18,173
HumanEval_112_reverse_delete,49,61,90
HumanEval_113_odd_count,0,7,193
HumanEval_114_minSubArraySum,0,21,179
HumanEval_115_max_fill,0,186,14
HumanEval_116_sort_array,1,170,29
HumanEval_117_select_words,4,98,98
HumanEval_118_get_closest_vowel,0,200,0
HumanEval_119_match_parens,1,135,64
HumanEval_11_string_xor,88,46,66
HumanEval_120_maximum,1,158,41
HumanEval_121_solution,1,1,198
HumanEval_122_add_elements,0,200,0
HumanEval_123_get_odd_collatz,0,125,75
HumanEval_124_valid_date,31,132,37
HumanEval_126_is_sorted,7,1,192
HumanEval_127_intersection,2,146,52
HumanEval_128_prod_signs,3,104,93
HumanEval_129_minPath,0,200,0
HumanEval_12_longest,160,40,0
HumanEval_130_tri,0,195,5
HumanEval_131_digits,0,67,133
HumanEval_132_is_nested,4,16,180
HumanEval_133_sum_squares,0,200,0
HumanEval_134_check_if_last_char_is_a_letter,0,55,145
HumanEval_135_can_arrange,2,16,182
HumanEval_136_largest_smallest_integers,15,103,82
HumanEval_138_is_equal_to_sum_even,0,171,29
HumanEval_139_special_factorial,1,44,155
HumanEval_13_greatest_common_divisor,130,1,69
HumanEval_140_fix_spaces,6,32,162
HumanEval_141_file_name_check,0,197,3
HumanEval_142_sum_squares,0,6,194
HumanEval_143_words_in_sentence,6,109,85
HumanEval_144_simplify,18,127,55
HumanEval_145_order_by_points,1,181,18
HumanEval_146_specialFilter,2,11,187
HumanEval_147_get_max_triples,0,178,22
HumanEval_148_bf,0,199,1
HumanEval_149_sorted_list_sum,21,37,142
HumanEval_14_all_prefixes,5,119,76
HumanEval_150_x_or_y,0,149,51
HumanEval_151_double_the_difference,3,194,3
HumanEval_152_compare,6,146,48
HumanEval_153_Strongest_Extension,7,147,46
HumanEval_154_cycpattern_check,4,186,10
HumanEval_155_even_odd_count,2,141,57
HumanEval_156_int_to_mini_roman,0,188,12
HumanEval_157_right_angle_triangle,0,162,38
HumanEval_158_find_max,11,35,154
HumanEval_159_eat,2,127,71
HumanEval_15_string_sequence,0,2,198
HumanEval_160_do_algebra,2,103,95
HumanEval_161_solve,0,26,174
HumanEval_162_string_to_md5,151,0,49
HumanEval_163_generate_integers,0,109,91
HumanEval_16_count_distinct_characters,1,21,178
HumanEval_17_parse_music,2,196,2
HumanEval_18_how_many_times,5,51,144
HumanEval_19_sort_numbers,140,48,12
HumanEval_1_separate_paren_groups,1,189,10
HumanEval_20_find_closest_elements,4,158,38
HumanEval_21_rescale_to_unit,1,36,163
HumanEval_22_filter_integers,0,24,176
HumanEval_23_strlen,200,0,0
HumanEval_24_largest_divisor,16,63,121
HumanEval_25_factorize,0,200,0
HumanEval_26_remove_duplicates,4,0,196
HumanEval_27_flip_case,128,33,39
HumanEval_28_concatenate,200,0,0
HumanEval_29_filter_by_prefix,1,0,199
HumanEval_2_truncate_number,29,66,105
HumanEval_30_get_positive,0,0,200
HumanEval_31_is_prime,1,184,15
HumanEval_33_sort_third,0,196,4
HumanEval_34_unique,0,1,199
HumanEval_35_max_element,200,0,0
HumanEval_36_fizz_buzz,0,63,137
HumanEval_37_sort_even,38,91,71
HumanEval_39_prime_fib,0,174,26
HumanEval_3_below_zero,75,1,124
HumanEval_40_triples_sum_to_zero,0,34,166
HumanEval_41_car_race_collision,0,200,0
HumanEval_42_incr_list,13,4,183
HumanEval_43_pairs_sum_to_zero,1,29,170
HumanEval_44_change_base,6,139,55
HumanEval_45_triangle_area,0,199,1
HumanEval_46_fib4,4,175,21
HumanEval_47_median,1,48,151
HumanEval_48_is_palindrome,80,70,50
HumanEval_49_modp,3,65,132
HumanEval_4_mean_absolute_deviation,188,5,7
HumanEval_51_remove_vowels,17,0,183
HumanEval_52_below_threshold,0,1,199
HumanEval_53_add,155,18,27
HumanEval_54_same_chars,0,0,200
HumanEval_55_fib,129,55,16
HumanEval_56_correct_bracketing,4,30,166
HumanEval_57_monotonic,5,76,119
HumanEval_58_common,0,18,182
HumanEval_59_largest_prime_factor,15,91,94
HumanEval_5_intersperse,33,4,163
HumanEval_60_sum_to_n,185,7,8
HumanEval_61_correct_bracketing,27,53,120
HumanEval_62_derivative,1,136,63
HumanEval_63_fibfib,20,101,79
HumanEval_64_vowels_count,0,0,200
HumanEval_65_circular_shift,0,141,59
HumanEval_66_digitSum,42,0,158
HumanEval_67_fruit_distribution,22,123,55
HumanEval_68_pluck,0,55,145
HumanEval_69_search,0,9,191
HumanEval_6_parse_nested_parens,6,190,4
HumanEval_70_strange_sort_list,0,87,113
HumanEval_71_triangle_area,0,182,18
HumanEval_72_will_it_fly,4,29,167
HumanEval_73_smallest_change,1,187,12
HumanEval_74_total_match,1,25,174
HumanEval_75_is_multiply_prime,0,195,5
HumanEval_77_iscube,0,162,38
HumanEval_78_hex_key,44,68,88
HumanEval_79_decimal_to_binary,5,162,33
HumanEval_7_filter_by_substring,0,0,200
HumanEval_81_numerical_letter_grade,1,171,28
HumanEval_82_prime_length,16,40,144
HumanEval_83_starts_one_ends,0,62,138
HumanEval_84_solve,1,120,79
HumanEval_85_add,0,2,198
HumanEval_86_anti_shuffle,5,8,187
HumanEval_87_get_row,0,147,53
HumanEval_88_sort_array,12,133,55
HumanEval_89_encrypt,0,96,104
HumanEval_8_sum_product,192,2,6
HumanEval_90_next_smallest,0,14,186
HumanEval_91_is_bored,0,0,200
HumanEval_92_any_int,0,8,192
HumanEval_93_encode,2,69,129
HumanEval_94_skjkasdkd,13,122,65
HumanEval_95_check_dict_case,3,6,191
HumanEval_96_count_up_to,0,167,33
HumanEval_97_multiply,0,149,51
HumanEval_98_count_upper,1,6,193
HumanEval_99_closest_integer,1,169,30
HumanEval_9_rolling_max,49,97,54
