HumanEval_0_has_close_elements,1.0
HumanEval_100_make_a_pile,0.0
HumanEval_101_words_string,0.0
HumanEval_102_choose_num,0.75
HumanEval_103_rounded_avg,1.0
HumanEval_104_unique_digits,1.0
HumanEval_105_by_length,0.0
HumanEval_106_f,0.0
HumanEval_107_even_odd_palindrome,1.0
HumanEval_108_count_nums,0.0
HumanEval_109_move_one_ball,0.0
HumanEval_10_make_palindrome,0.75
HumanEval_110_exchange,0.99
HumanEval_111_histogram,1.0
HumanEval_112_reverse_delete,1.0
HumanEval_113_odd_count,0.88
HumanEval_114_minSubArraySum,1.0
HumanEval_115_max_fill,0.94
HumanEval_116_sort_array,1.0
HumanEval_117_select_words,1.0
HumanEval_118_get_closest_vowel,0.0
HumanEval_119_match_parens,0.0
HumanEval_11_string_xor,1.0
HumanEval_120_maximum,0.0
HumanEval_121_solution,1.0
HumanEval_122_add_elements,1.0
HumanEval_123_get_odd_collatz,1.0
HumanEval_124_valid_date,1.0
HumanEval_125_split_words,0.0
HumanEval_126_is_sorted,0.0
HumanEval_127_intersection,0.0
HumanEval_128_prod_signs,1.0
HumanEval_129_minPath,0.94
HumanEval_12_longest,1.0
HumanEval_130_tri,0.0
HumanEval_131_digits,0.0
HumanEval_132_is_nested,0.0
HumanEval_133_sum_squares,0.0
HumanEval_134_check_if_last_char_is_a_letter,0.0
HumanEval_135_can_arrange,0.75
HumanEval_136_largest_smallest_integers,1.0
HumanEval_137_compare_one,0.75
HumanEval_0_has_close_elements,1.0
HumanEval_100_make_a_pile,0.0
HumanEval_101_words_string,0.0
HumanEval_102_choose_num,0.75
HumanEval_103_rounded_avg,1.0
HumanEval_104_unique_digits,1.0
HumanEval_105_by_length,0.0
HumanEval_106_f,0.0
HumanEval_107_even_odd_palindrome,1.0
HumanEval_108_count_nums,0.0
HumanEval_109_move_one_ball,0.0
HumanEval_10_make_palindrome,0.75
HumanEval_110_exchange,0.99
HumanEval_111_histogram,1.0
HumanEval_112_reverse_delete,1.0
HumanEval_113_odd_count,0.88
HumanEval_114_minSubArraySum,1.0
HumanEval_115_max_fill,0.94
HumanEval_116_sort_array,1.0
HumanEval_117_select_words,1.0
HumanEval_118_get_closest_vowel,0.0
HumanEval_119_match_parens,0.0
HumanEval_11_string_xor,1.0
HumanEval_120_maximum,0.0
HumanEval_121_solution,1.0
HumanEval_122_add_elements,1.0
HumanEval_123_get_odd_collatz,1.0
HumanEval_124_valid_date,1.0
HumanEval_125_split_words,0.0
HumanEval_126_is_sorted,0.0
HumanEval_127_intersection,0.0
HumanEval_128_prod_signs,1.0
HumanEval_129_minPath,0.94
HumanEval_12_longest,1.0
HumanEval_130_tri,0.0
HumanEval_131_digits,0.0
HumanEval_132_is_nested,0.0
HumanEval_133_sum_squares,0.0
HumanEval_134_check_if_last_char_is_a_letter,0.0
HumanEval_135_can_arrange,0.75
HumanEval_136_largest_smallest_integers,1.0
HumanEval_137_compare_one,0.75
HumanEval_138_is_equal_to_sum_even,1.0
HumanEval_139_special_factorial,0.0
