HumanEval_0_has_close_elements,1.0
HumanEval_100_make_a_pile,0.0
HumanEval_101_words_string,0.0
HumanEval_102_choose_num,0.01
HumanEval_103_rounded_avg,0.99
HumanEval_104_unique_digits,0.175
HumanEval_105_by_length,0.0
HumanEval_106_f,0.0
HumanEval_107_even_odd_palindrome,0.26
HumanEval_108_count_nums,0.0
HumanEval_109_move_one_ball,0.0
HumanEval_10_make_palindrome,0.01
HumanEval_110_exchange,0.035
HumanEval_111_histogram,0.145
HumanEval_112_reverse_delete,0.99
HumanEval_113_odd_count,0.015
HumanEval_114_minSubArraySum,0.35
HumanEval_115_max_fill,0.02
HumanEval_116_sort_array,1.0
HumanEval_117_select_words,0.755
HumanEval_118_get_closest_vowel,0.0
HumanEval_119_match_parens,0.0
HumanEval_11_string_xor,1.0
HumanEval_120_maximum,0.0
HumanEval_121_solution,0.76
HumanEval_122_add_elements,1.0
HumanEval_123_get_odd_collatz,0.37
HumanEval_124_valid_date,0.755
HumanEval_125_split_words,0.0
HumanEval_126_is_sorted,0.0
HumanEval_127_intersection,0.0
HumanEval_128_prod_signs,0.92
HumanEval_129_minPath,0.02
HumanEval_12_longest,1.0
HumanEval_130_tri,0.0
HumanEval_131_digits,0.0
HumanEval_132_is_nested,0.0
HumanEval_133_sum_squares,0.0
HumanEval_134_check_if_last_char_is_a_letter,0.0
HumanEval_135_can_arrange,0.01
HumanEval_136_largest_smallest_integers,0.22
HumanEval_137_compare_one,0.01
HumanEval_138_is_equal_to_sum_even,0.275
HumanEval_139_special_factorial,0.0
HumanEval_13_greatest_common_divisor,1.0
HumanEval_140_fix_spaces,0.0
HumanEval_141_file_name_check,0.03
HumanEval_142_sum_squares,0.68
HumanEval_143_words_in_sentence,0.065
HumanEval_144_simplify,0.235
HumanEval_145_order_by_points,0.0
HumanEval_146_specialFilter,0.16
HumanEval_147_get_max_triples,0.25
HumanEval_148_bf,0.64
HumanEval_149_sorted_list_sum,0.01
HumanEval_14_all_prefixes,1.0
HumanEval_150_x_or_y,0.02
HumanEval_151_double_the_difference,0.02
HumanEval_152_compare,1.0
HumanEval_153_Strongest_Extension,0.065
HumanEval_154_cycpattern_check,0.23
HumanEval_155_even_odd_count,0.0
HumanEval_156_int_to_mini_roman,0.09
HumanEval_157_right_angle_triangle,0.295
HumanEval_158_find_max,0.025
HumanEval_159_eat,0.285
HumanEval_15_string_sequence,1.0
HumanEval_160_do_algebra,0.0
HumanEval_161_solve,0.44
HumanEval_162_string_to_md5,0.0
HumanEval_163_generate_integers,0.0
HumanEval_16_count_distinct_characters,0.995
HumanEval_17_parse_music,0.235
HumanEval_18_how_many_times,0.63
HumanEval_19_sort_numbers,0.095
HumanEval_1_separate_paren_groups,0.005
HumanEval_20_find_closest_elements,0.125
HumanEval_21_rescale_to_unit,0.995
HumanEval_22_filter_integers,1.0
HumanEval_23_strlen,1.0
HumanEval_24_largest_divisor,0.995
HumanEval_25_factorize,0.96
HumanEval_26_remove_duplicates,0.0
HumanEval_27_flip_case,1.0
HumanEval_28_concatenate,1.0
