HumanEval_0_has_close_elements,0.4550000000000004
HumanEval_100_make_a_pile,0.0
HumanEval_101_words_string,0.78
HumanEval_102_choose_num,0.03499999999999992
HumanEval_103_rounded_avg,0.0
HumanEval_104_unique_digits,0.96
HumanEval_105_by_length,0.0
HumanEval_106_f,0.99
HumanEval_107_even_odd_palindrome,0.08000000000000007
HumanEval_108_count_nums,0.0
HumanEval_109_move_one_ball,0.0
HumanEval_10_make_palindrome,0.0050000000000000044
HumanEval_110_exchange,0.03499999999999992
HumanEval_111_histogram,0.06500000000000017
HumanEval_112_reverse_delete,0.7949999999999999
HumanEval_113_odd_count,0.28500000000000036
HumanEval_114_minSubArraySum,0.06500000000000017
HumanEval_115_max_fill,0.0
HumanEval_116_sort_array,1.0
HumanEval_117_select_words,0.03499999999999992
HumanEval_118_get_closest_vowel,0.0
HumanEval_119_match_parens,0.0
HumanEval_11_string_xor,0.765
HumanEval_120_maximum,0.1299999999999999
HumanEval_121_solution,0.95
HumanEval_122_add_elements,0.7249999999999999
HumanEval_123_get_odd_collatz,0.1000000000000002
HumanEval_124_valid_date,0.49999999999999956
HumanEval_125_split_words,0.0050000000000000044
HumanEval_126_is_sorted,0.0
HumanEval_127_intersection,0.0
HumanEval_128_prod_signs,0.6799999999999997
HumanEval_129_minPath,0.0
HumanEval_12_longest,0.9450000000000001
HumanEval_130_tri,0.0
HumanEval_131_digits,0.99
HumanEval_132_is_nested,0.0
HumanEval_133_sum_squares,1.0
HumanEval_134_check_if_last_char_is_a_letter,0.0
HumanEval_135_can_arrange,0.0050000000000000044
HumanEval_136_largest_smallest_integers,0.39500000000000046
HumanEval_137_compare_one,0.025000000000000022
HumanEval_138_is_equal_to_sum_even,0.16000000000000003
HumanEval_139_special_factorial,0.03499999999999992
HumanEval_13_greatest_common_divisor,0.775
HumanEval_140_fix_spaces,0.0
HumanEval_141_file_name_check,0.04999999999999982
HumanEval_142_sum_squares,0.955
HumanEval_143_words_in_sentence,0.010000000000000009
HumanEval_144_simplify,0.0
HumanEval_145_order_by_points,0.0
HumanEval_146_specialFilter,0.9199999999999999
HumanEval_147_get_max_triples,0.83
HumanEval_148_bf,0.020000000000000018
HumanEval_149_sorted_list_sum,0.125
HumanEval_14_all_prefixes,0.8999999999999999
HumanEval_150_x_or_y,0.0
HumanEval_151_double_the_difference,0.0050000000000000044
HumanEval_152_compare,1.0
HumanEval_153_Strongest_Extension,0.595
HumanEval_154_cycpattern_check,0.6999999999999997
HumanEval_155_even_odd_count,0.16500000000000015
HumanEval_156_int_to_mini_roman,0.595
HumanEval_157_right_angle_triangle,0.3150000000000003
HumanEval_158_find_max,0.0
HumanEval_159_eat,0.1299999999999999
HumanEval_15_string_sequence,0.995
HumanEval_160_do_algebra,0.0
HumanEval_161_solve,0.0050000000000000044
HumanEval_162_string_to_md5,0.0
HumanEval_163_generate_integers,0.0
HumanEval_16_count_distinct_characters,0.97
HumanEval_17_parse_music,0.975
HumanEval_18_how_many_times,0.07500000000000007
HumanEval_19_sort_numbers,0.17500000000000004
HumanEval_1_separate_paren_groups,0.0050000000000000044
HumanEval_20_find_closest_elements,0.5599999999999998
HumanEval_21_rescale_to_unit,0.995
HumanEval_22_filter_integers,0.995
HumanEval_23_strlen,1.0
HumanEval_24_largest_divisor,0.7449999999999999
HumanEval_25_factorize,0.94
HumanEval_26_remove_duplicates,0.0050000000000000044
HumanEval_27_flip_case,1.0
HumanEval_28_concatenate,0.935
HumanEval_29_filter_by_prefix,1.0
HumanEval_2_truncate_number,0.0050000000000000044
HumanEval_30_get_positive,1.0
HumanEval_31_is_prime,0.985
HumanEval_33_sort_third,0.0
HumanEval_34_unique,0.995
HumanEval_35_max_element,0.99
HumanEval_36_fizz_buzz,0.4900000000000001
HumanEval_37_sort_even,0.0050000000000000044
HumanEval_39_prime_fib,0.0
HumanEval_3_below_zero,0.995
HumanEval_40_triples_sum_to_zero,0.9099999999999999
HumanEval_41_car_race_collision,0.0
HumanEval_42_incr_list,1.0
HumanEval_43_pairs_sum_to_zero,0.2599999999999998
HumanEval_44_change_base,0.6949999999999995
HumanEval_45_triangle_area,0.0
HumanEval_46_fib4,0.5799999999999998
HumanEval_47_median,0.97
HumanEval_48_is_palindrome,0.995
HumanEval_49_modp,0.6149999999999997
HumanEval_4_mean_absolute_deviation,0.04500000000000004
HumanEval_51_remove_vowels,0.985
HumanEval_52_below_threshold,0.8900000000000001
HumanEval_53_add,1.0
HumanEval_54_same_chars,0.0
HumanEval_55_fib,1.0
HumanEval_56_correct_bracketing,0.1699999999999996
HumanEval_57_monotonic,0.8499999999999998
HumanEval_58_common,0.7899999999999999
HumanEval_59_largest_prime_factor,0.28000000000000014
HumanEval_5_intersperse,0.655
HumanEval_60_sum_to_n,0.985
HumanEval_61_correct_bracketing,0.12000000000000022
HumanEval_62_derivative,0.955
HumanEval_63_fibfib,0.99
HumanEval_64_vowels_count,0.0
HumanEval_65_circular_shift,0.07500000000000007
HumanEval_66_digitSum,0.37
HumanEval_67_fruit_distribution,0.08499999999999985
HumanEval_68_pluck,0.6299999999999997
HumanEval_69_search,0.3750000000000002
HumanEval_6_parse_nested_parens,0.07500000000000007
HumanEval_70_strange_sort_list,0.010000000000000009
HumanEval_71_triangle_area,0.0050000000000000044
HumanEval_72_will_it_fly,0.7349999999999997
HumanEval_73_smallest_change,0.040000000000000036
HumanEval_74_total_match,0.3000000000000005
HumanEval_75_is_multiply_prime,0.010000000000000009
HumanEval_76_is_simple_power,0.3899999999999998
HumanEval_77_iscube,0.18000000000000005
HumanEval_78_hex_key,0.0
HumanEval_79_decimal_to_binary,0.22999999999999998
HumanEval_7_filter_by_substring,1.0
HumanEval_80_is_happy,0.8399999999999999
HumanEval_81_numerical_letter_grade,0.0
HumanEval_82_prime_length,0.31999999999999984
HumanEval_83_starts_one_ends,0.0050000000000000044
HumanEval_84_solve,0.0
HumanEval_85_add,0.4900000000000001
HumanEval_86_anti_shuffle,0.985
HumanEval_87_get_row,0.9299999999999999
HumanEval_88_sort_array,0.2700000000000006
HumanEval_89_encrypt,0.08499999999999985
HumanEval_8_sum_product,0.815
HumanEval_90_next_smallest,0.8650000000000001
HumanEval_91_is_bored,0.03499999999999992
HumanEval_92_any_int,0.755
HumanEval_93_encode,0.0
HumanEval_94_skjkasdkd,0.0
