HumanEval_0_has_close_elements,0.97
HumanEval_100_make_a_pile,0.16500000000000015
HumanEval_101_words_string,0.0
HumanEval_102_choose_num,0.41500000000000026
HumanEval_103_rounded_avg,0.0
HumanEval_104_unique_digits,0.6349999999999998
HumanEval_105_by_length,0.030000000000000027
HumanEval_106_f,0.1000000000000002
HumanEval_107_even_odd_palindrome,0.010000000000000009
HumanEval_108_count_nums,0.04999999999999982
HumanEval_109_move_one_ball,0.04500000000000004
HumanEval_10_make_palindrome,0.060000000000000164
HumanEval_110_exchange,0.05500000000000016
HumanEval_111_histogram,0.0
HumanEval_112_reverse_delete,0.815
HumanEval_113_odd_count,0.3750000000000002
HumanEval_114_minSubArraySum,0.675
HumanEval_115_max_fill,0.0
HumanEval_116_sort_array,0.0
HumanEval_117_select_words,0.0050000000000000044
HumanEval_118_get_closest_vowel,0.0050000000000000044
HumanEval_119_match_parens,0.0
HumanEval_11_string_xor,0.025000000000000022
HumanEval_120_maximum,0.07000000000000006
HumanEval_121_solution,0.995
HumanEval_122_add_elements,0.985
HumanEval_123_get_odd_collatz,0.0050000000000000044
HumanEval_124_valid_date,0.965
HumanEval_125_split_words,0.0050000000000000044
HumanEval_126_is_sorted,0.0
HumanEval_127_intersection,0.025000000000000022
HumanEval_128_prod_signs,0.7899999999999999
HumanEval_129_minPath,0.0
HumanEval_12_longest,0.965
HumanEval_130_tri,0.0
HumanEval_131_digits,0.020000000000000018
HumanEval_132_is_nested,0.0
HumanEval_133_sum_squares,0.0
HumanEval_134_check_if_last_char_is_a_letter,0.010000000000000009
HumanEval_135_can_arrange,0.030000000000000027
HumanEval_136_largest_smallest_integers,0.8749999999999999
HumanEval_137_compare_one,0.12000000000000022
HumanEval_138_is_equal_to_sum_even,0.040000000000000036
HumanEval_139_special_factorial,0.015000000000000013
HumanEval_13_greatest_common_divisor,1.0
HumanEval_140_fix_spaces,0.0
HumanEval_141_file_name_check,0.07500000000000007
HumanEval_142_sum_squares,0.95
HumanEval_143_words_in_sentence,0.03499999999999992
HumanEval_144_simplify,0.22000000000000042
HumanEval_145_order_by_points,0.0
HumanEval_146_specialFilter,0.11499999999999999
HumanEval_147_get_max_triples,1.0
HumanEval_148_bf,0.5049999999999999
HumanEval_149_sorted_list_sum,0.08000000000000007
HumanEval_14_all_prefixes,1.0
HumanEval_150_x_or_y,0.19999999999999996
HumanEval_151_double_the_difference,0.0
HumanEval_152_compare,1.0
HumanEval_153_Strongest_Extension,0.030000000000000027
HumanEval_154_cycpattern_check,0.38000000000000045
HumanEval_155_even_odd_count,0.0050000000000000044
HumanEval_156_int_to_mini_roman,0.7949999999999999
HumanEval_157_right_angle_triangle,0.935
HumanEval_158_find_max,0.0
HumanEval_159_eat,0.3500000000000003
HumanEval_15_string_sequence,0.5300000000000002
HumanEval_160_do_algebra,0.0
HumanEval_161_solve,0.14000000000000012
HumanEval_162_string_to_md5,0.9249999999999999
HumanEval_163_generate_integers,0.0
HumanEval_16_count_distinct_characters,0.21500000000000008
HumanEval_17_parse_music,0.07000000000000006
HumanEval_18_how_many_times,0.82
HumanEval_19_sort_numbers,0.13500000000000012
HumanEval_1_separate_paren_groups,0.9299999999999999
HumanEval_20_find_closest_elements,0.060000000000000164
HumanEval_21_rescale_to_unit,1.0
HumanEval_22_filter_integers,0.995
HumanEval_23_strlen,0.0
HumanEval_24_largest_divisor,1.0
HumanEval_25_factorize,1.0
HumanEval_26_remove_duplicates,0.09500000000000008
HumanEval_27_flip_case,0.99
HumanEval_28_concatenate,1.0
HumanEval_29_filter_by_prefix,1.0
HumanEval_2_truncate_number,0.755
