HumanEval_0_has_close_elements,2,3,195
HumanEval_100_make_a_pile,0,13,187
HumanEval_101_words_string,32,115,53
HumanEval_102_choose_num,0,62,138
HumanEval_103_rounded_avg,0,96,104
HumanEval_104_unique_digits,1,0,199
HumanEval_105_by_length,25,4,171
HumanEval_106_f,0,0,200
HumanEval_107_even_odd_palindrome,14,0,186
HumanEval_108_count_nums,0,3,197
HumanEval_109_move_one_ball,0,15,185
HumanEval_10_make_palindrome,6,41,153
HumanEval_110_exchange,0,1,199
HumanEval_111_histogram,0,127,73
HumanEval_112_reverse_delete,0,58,142
HumanEval_113_odd_count,0,46,154
HumanEval_114_minSubArraySum,2,10,188
HumanEval_115_max_fill,3,16,181
HumanEval_116_sort_array,0,0,200
HumanEval_117_select_words,0,26,174
HumanEval_118_get_closest_vowel,0,54,146
HumanEval_119_match_parens,1,37,162
HumanEval_11_string_xor,7,106,87
HumanEval_120_maximum,10,9,181
HumanEval_121_solution,1,0,199
HumanEval_122_add_elements,39,5,156
HumanEval_123_get_odd_collatz,14,1,185
HumanEval_124_valid_date,0,76,124
HumanEval_125_split_words,0,1,199
HumanEval_126_is_sorted,0,3,197
HumanEval_127_intersection,5,50,145
HumanEval_128_prod_signs,9,18,173
HumanEval_129_minPath,0,127,73
HumanEval_12_longest,2,72,126
HumanEval_130_tri,0,50,150
HumanEval_131_digits,0,0,200
HumanEval_132_is_nested,0,2,198
HumanEval_133_sum_squares,0,0,200
HumanEval_134_check_if_last_char_is_a_letter,0,3,197
HumanEval_135_can_arrange,0,22,178
HumanEval_136_largest_smallest_integers,0,26,174
HumanEval_137_compare_one,0,3,197
HumanEval_138_is_equal_to_sum_even,0,23,177
HumanEval_139_special_factorial,41,0,159
HumanEval_13_greatest_common_divisor,200,0,0
HumanEval_140_fix_spaces,0,3,197
HumanEval_141_file_name_check,0,36,164
HumanEval_142_sum_squares,0,0,200
HumanEval_143_words_in_sentence,0,16,184
HumanEval_144_simplify,4,110,86
HumanEval_145_order_by_points,0,15,185
HumanEval_146_specialFilter,0,40,160
HumanEval_147_get_max_triples,13,13,174
HumanEval_148_bf,0,110,90
HumanEval_149_sorted_list_sum,0,19,181
HumanEval_14_all_prefixes,71,5,124
HumanEval_150_x_or_y,0,10,190
HumanEval_151_double_the_difference,0,1,199
HumanEval_152_compare,189,0,11
HumanEval_153_Strongest_Extension,1,35,164
HumanEval_154_cycpattern_check,3,49,148
HumanEval_155_even_odd_count,0,10,190
HumanEval_156_int_to_mini_roman,0,138,62
HumanEval_157_right_angle_triangle,12,6,182
HumanEval_158_find_max,14,51,135
HumanEval_159_eat,87,4,109
HumanEval_15_string_sequence,152,1,47
HumanEval_161_solve,0,1,199
HumanEval_162_string_to_md5,0,1,199
HumanEval_163_generate_integers,0,38,162
HumanEval_16_count_distinct_characters,0,194,6
HumanEval_17_parse_music,7,16,177
HumanEval_18_how_many_times,0,10,190
HumanEval_19_sort_numbers,2,125,73
