HumanEval_0_has_close_elements,0.455
HumanEval_100_make_a_pile,0.0
HumanEval_101_words_string,0.78
HumanEval_102_choose_num,0.035
HumanEval_103_rounded_avg,0.0
HumanEval_104_unique_digits,0.96
HumanEval_105_by_length,0.0
HumanEval_106_f,0.99
HumanEval_107_even_odd_palindrome,0.08
HumanEval_108_count_nums,0.0
HumanEval_109_move_one_ball,0.0
HumanEval_10_make_palindrome,0.005
HumanEval_110_exchange,0.035
HumanEval_111_histogram,0.065
HumanEval_112_reverse_delete,0.795
HumanEval_113_odd_count,0.285
HumanEval_114_minSubArraySum,0.065
HumanEval_115_max_fill,0.0
HumanEval_116_sort_array,1.0
HumanEval_117_select_words,0.035
HumanEval_118_get_closest_vowel,0.0
HumanEval_119_match_parens,0.0
HumanEval_11_string_xor,0.765
HumanEval_120_maximum,0.13
HumanEval_121_solution,0.95
HumanEval_122_add_elements,0.725
HumanEval_123_get_odd_collatz,0.1
HumanEval_124_valid_date,0.5
HumanEval_125_split_words,0.005
HumanEval_126_is_sorted,0.0
HumanEval_127_intersection,0.0
HumanEval_128_prod_signs,0.68
HumanEval_129_minPath,0.0
HumanEval_12_longest,0.945
HumanEval_130_tri,0.0
HumanEval_131_digits,0.99
HumanEval_132_is_nested,0.0
HumanEval_133_sum_squares,1.0
HumanEval_134_check_if_last_char_is_a_letter,0.0
HumanEval_135_can_arrange,0.005
HumanEval_136_largest_smallest_integers,0.395
HumanEval_137_compare_one,0.025
HumanEval_138_is_equal_to_sum_even,0.16
HumanEval_139_special_factorial,0.035
HumanEval_13_greatest_common_divisor,0.775
HumanEval_140_fix_spaces,0.0
HumanEval_141_file_name_check,0.05
HumanEval_142_sum_squares,0.955
HumanEval_143_words_in_sentence,0.01
HumanEval_144_simplify,0.0
HumanEval_145_order_by_points,0.0
HumanEval_146_specialFilter,0.92
HumanEval_147_get_max_triples,0.83
HumanEval_148_bf,0.02
HumanEval_149_sorted_list_sum,0.125
HumanEval_14_all_prefixes,0.9
HumanEval_150_x_or_y,0.0
HumanEval_151_double_the_difference,0.005
HumanEval_152_compare,1.0
HumanEval_153_Strongest_Extension,0.595
HumanEval_154_cycpattern_check,0.7
HumanEval_155_even_odd_count,0.165
HumanEval_156_int_to_mini_roman,0.595
HumanEval_157_right_angle_triangle,0.315
HumanEval_158_find_max,0.0
HumanEval_159_eat,0.13
HumanEval_15_string_sequence,0.995
HumanEval_160_do_algebra,0.0
HumanEval_161_solve,0.005
HumanEval_162_string_to_md5,0.0
HumanEval_163_generate_integers,0.0
HumanEval_16_count_distinct_characters,0.97
HumanEval_17_parse_music,0.975
HumanEval_18_how_many_times,0.075
HumanEval_19_sort_numbers,0.175
