lua,incoder,0.8,keep,keep,10,161,0.11271500843610613
php,incoder,0.2,keep,keep,10,161,0.1460929192069427
php,incoder,0.8,keep,keep,10,160,0.16451925884877042
cpp,incoder,0.2,keep,keep,10,160,0.1565708157947701
cpp,incoder,0.8,keep,keep,10,159,0.1597873856966579
js,incoder,0.2,keep,keep,10,160,0.1913673026507104
js,incoder,0.8,keep,keep,10,161,0.19694436478387514
d,incoder,0.2,keep,keep,10,156,0.056371673373351784
lua,davinci,0.2,keep,keep,10,161,0.5895978571083461
rb,davinci,0.2,keep,keep,10,161,0.618657112022792
php,davinci,0.2,keep,keep,10,161,0.6841368990371887
cpp,davinci,0.8,keep,keep,10,159,0.7218078748902126
py,davinci,0.8,keep,keep,10,161,0.7922393298628164
js,davinci,0.2,keep,keep,10,160,0.6671493084887024
d,davinci,0.2,keep,keep,10,156,0.38718058425057517
java,davinci,0.2,keep,keep,10,161,0.567270716904766
