HumanEval_100_make_a_pile,4,67,129
HumanEval_102_choose_num,16,6,178
HumanEval_104_unique_digits,56,75,69
HumanEval_110_exchange,23,12,165
HumanEval_112_reverse_delete,79,83,38
HumanEval_113_odd_count,75,94,31
HumanEval_115_max_fill,6,47,147
HumanEval_116_sort_array,30,96,74
HumanEval_119_match_parens,0,76,124
HumanEval_11_string_xor,56,131,13
HumanEval_120_maximum,19,77,104
HumanEval_122_add_elements,88,12,100
HumanEval_128_prod_signs,83,30,87
HumanEval_130_tri,0,24,176
HumanEval_134_check_if_last_char_is_a_letter,5,78,117
HumanEval_135_can_arrange,7,6,187
HumanEval_139_special_factorial,14,59,127
HumanEval_13_greatest_common_divisor,173,21,6
HumanEval_143_words_in_sentence,15,155,30
HumanEval_144_simplify,3,155,42
HumanEval_149_sorted_list_sum,46,6,148
HumanEval_150_x_or_y,7,104,89
HumanEval_151_double_the_difference,39,78,83
HumanEval_152_compare,185,6,9
HumanEval_157_right_angle_triangle,99,29,72
HumanEval_15_string_sequence,108,12,80
HumanEval_161_solve,21,112,67
HumanEval_1_separate_paren_groups,20,83,97
HumanEval_23_strlen,90,110,0
HumanEval_24_largest_divisor,108,21,71
HumanEval_26_remove_duplicates,35,1,164
HumanEval_27_flip_case,66,115,19
HumanEval_29_filter_by_prefix,185,13,2
HumanEval_30_get_positive,183,1,16
HumanEval_31_is_prime,105,50,45
HumanEval_33_sort_third,11,63,126
HumanEval_35_max_element,175,17,8
HumanEval_37_sort_even,54,33,113
HumanEval_42_incr_list,155,38,7
HumanEval_45_triangle_area,190,3,7
HumanEval_47_median,110,21,69
HumanEval_48_is_palindrome,111,49,40
HumanEval_51_remove_vowels,95,68,37
HumanEval_53_add,200,0,0
HumanEval_55_fib,186,2,12
HumanEval_58_common,130,18,52
HumanEval_5_intersperse,144,15,41
HumanEval_60_sum_to_n,174,8,18
HumanEval_61_correct_bracketing,119,35,46
HumanEval_62_derivative,137,9,54
HumanEval_64_vowels_count,12,19,169
HumanEval_66_digitSum,73,91,36
HumanEval_67_fruit_distribution,37,67,96
HumanEval_69_search,77,15,108
HumanEval_75_is_multiply_prime,13,89,98
HumanEval_76_is_simple_power,36,81,83
HumanEval_77_iscube,22,95,83
HumanEval_82_prime_length,37,60,103
HumanEval_91_is_bored,15,127,58
HumanEval_92_any_int,0,59,141
HumanEval_93_encode,0,100,100
HumanEval_98_count_upper,48,57,95
HumanEval_9_rolling_max,106,20,74
