bash,HumanEval_0_has_close_elements,Exception
bash,HumanEval_1_separate_paren_groups,Exception
bash,HumanEval_2_truncate_number,Exception
bash,HumanEval_3_below_zero,Exception
bash,HumanEval_4_mean_absolute_deviation,SyntaxError
bash,HumanEval_5_intersperse,Exception
bash,HumanEval_6_parse_nested_parens,Exception
bash,HumanEval_8_sum_product,OK
bash,HumanEval_9_rolling_max,Exception
bash,HumanEval_10_make_palindrome,Exception
bash,HumanEval_11_string_xor,OK
bash,HumanEval_12_longest,Exception
bash,HumanEval_13_greatest_common_divisor,OK
bash,HumanEval_14_all_prefixes,Exception
bash,HumanEval_15_string_sequence,Exception
bash,HumanEval_16_count_distinct_characters,Exception
bash,HumanEval_17_parse_music,Exception
bash,HumanEval_18_how_many_times,Exception
bash,HumanEval_19_sort_numbers,Exception
bash,HumanEval_20_find_closest_elements,SyntaxError
bash,HumanEval_21_rescale_to_unit,SyntaxError
bash,HumanEval_22_filter_integers,Exception
bash,HumanEval_23_strlen,OK
bash,HumanEval_24_largest_divisor,Exception
bash,HumanEval_25_factorize,OK
bash,HumanEval_26_remove_duplicates,Exception
bash,HumanEval_27_flip_case,Exception
bash,HumanEval_28_concatenate,OK
bash,HumanEval_30_get_positive,OK
bash,HumanEval_31_is_prime,Exception
bash,HumanEval_33_sort_third,Exception
bash,HumanEval_34_unique,Exception
bash,HumanEval_35_max_element,OK
bash,HumanEval_36_fizz_buzz,Exception
bash,HumanEval_37_sort_even,Exception
bash,HumanEval_39_prime_fib,Exception
bash,HumanEval_40_triples_sum_to_zero,Exception
bash,HumanEval_41_car_race_collision,Timeout
bash,HumanEval_42_incr_list,OK
bash,HumanEval_43_pairs_sum_to_zero,Exception
bash,HumanEval_44_change_base,OK
bash,HumanEval_45_triangle_area,OK
bash,HumanEval_46_fib4,Exception
bash,HumanEval_47_median,SyntaxError
bash,HumanEval_48_is_palindrome,Exception
bash,HumanEval_49_modp,Exception
bash,HumanEval_51_remove_vowels,OK
bash,HumanEval_52_below_threshold,Exception
bash,HumanEval_53_add,OK
bash,HumanEval_54_same_chars,Exception
bash,HumanEval_55_fib,OK
bash,HumanEval_56_correct_bracketing,Exception
bash,HumanEval_57_monotonic,Exception
bash,HumanEval_58_common,Exception
bash,HumanEval_59_largest_prime_factor,OK
bash,HumanEval_60_sum_to_n,OK
bash,HumanEval_61_correct_bracketing,Exception
bash,HumanEval_62_derivative,Exception
bash,HumanEval_63_fibfib,Exception
bash,HumanEval_64_vowels_count,Exception
bash,HumanEval_65_circular_shift,Exception
bash,HumanEval_66_digitSum,OK
bash,HumanEval_67_fruit_distribution,Exception
bash,HumanEval_68_pluck,Exception
bash,HumanEval_69_search,Exception
bash,HumanEval_70_strange_sort_list,Exception
bash,HumanEval_71_triangle_area,Exception
bash,HumanEval_72_will_it_fly,Exception
bash,HumanEval_73_smallest_change,Exception
bash,HumanEval_74_total_match,Exception
bash,HumanEval_75_is_multiply_prime,Exception
bash,HumanEval_76_is_simple_power,Exception
bash,HumanEval_77_iscube,Exception
bash,HumanEval_78_hex_key,Exception
bash,HumanEval_79_decimal_to_binary,Exception
bash,HumanEval_80_is_happy,Exception
bash,HumanEval_81_numerical_letter_grade,SyntaxError
bash,HumanEval_82_prime_length,Exception
bash,HumanEval_83_starts_one_ends,Exception
bash,HumanEval_84_solve,Exception
bash,HumanEval_85_add,Exception
bash,HumanEval_86_anti_shuffle,Exception
bash,HumanEval_87_get_row,Exception
bash,HumanEval_88_sort_array,Exception
bash,HumanEval_89_encrypt,Exception
bash,HumanEval_90_next_smallest,OK
bash,HumanEval_91_is_bored,Exception
bash,HumanEval_92_any_int,Exception
bash,HumanEval_93_encode,SyntaxError
bash,HumanEval_94_skjkasdkd,Exception
bash,HumanEval_95_check_dict_case,Exception
bash,HumanEval_96_count_up_to,SyntaxError
bash,HumanEval_97_multiply,Exception
bash,HumanEval_98_count_upper,OK
bash,HumanEval_99_closest_integer,Exception
bash,HumanEval_100_make_a_pile,Exception
bash,HumanEval_101_words_string,OK
bash,HumanEval_102_choose_num,Exception
bash,HumanEval_103_rounded_avg,Exception
bash,HumanEval_104_unique_digits,Exception
bash,HumanEval_105_by_length,Exception
bash,HumanEval_106_f,Exception
bash,HumanEval_107_even_odd_palindrome,Exception
bash,HumanEval_108_count_nums,Exception
bash,HumanEval_109_move_one_ball,Exception
bash,HumanEval_110_exchange,Exception
bash,HumanEval_111_histogram,Exception
bash,HumanEval_112_reverse_delete,OK
bash,HumanEval_114_minSubArraySum,Exception
bash,HumanEval_115_max_fill,Exception
bash,HumanEval_116_sort_array,Exception
bash,HumanEval_117_select_words,Exception
bash,HumanEval_118_get_closest_vowel,Exception
bash,HumanEval_119_match_parens,Exception
bash,HumanEval_120_maximum,Exception
bash,HumanEval_121_solution,Exception
bash,HumanEval_122_add_elements,OK
bash,HumanEval_123_get_odd_collatz,Exception
bash,HumanEval_124_valid_date,Exception
bash,HumanEval_125_split_words,Exception
bash,HumanEval_126_is_sorted,Exception
bash,HumanEval_127_intersection,Exception
bash,HumanEval_128_prod_signs,Exception
bash,HumanEval_129_minPath,Exception
bash,HumanEval_130_tri,Exception
bash,HumanEval_131_digits,Exception
bash,HumanEval_132_is_nested,SyntaxError
bash,HumanEval_133_sum_squares,SyntaxError
bash,HumanEval_134_check_if_last_char_is_a_letter,Exception
bash,HumanEval_135_can_arrange,Exception
bash,HumanEval_136_largest_smallest_integers,Exception
bash,HumanEval_137_compare_one,SyntaxError
bash,HumanEval_138_is_equal_to_sum_even,Exception
bash,HumanEval_139_special_factorial,Exception
bash,HumanEval_140_fix_spaces,Exception
bash,HumanEval_141_file_name_check,Exception
bash,HumanEval_142_sum_squares,Exception
bash,HumanEval_143_words_in_sentence,Exception
bash,HumanEval_144_simplify,SyntaxError
bash,HumanEval_145_order_by_points,Exception
bash,HumanEval_146_specialFilter,Exception
bash,HumanEval_147_get_max_triples,Exception
bash,HumanEval_148_bf,SyntaxError
bash,HumanEval_149_sorted_list_sum,Exception
bash,HumanEval_150_x_or_y,SyntaxError
bash,HumanEval_151_double_the_difference,Exception
bash,HumanEval_152_compare,Exception
bash,HumanEval_153_Strongest_Extension,Exception
bash,HumanEval_154_cycpattern_check,Exception
bash,HumanEval_155_even_odd_count,Exception
bash,HumanEval_156_int_to_mini_roman,Exception
bash,HumanEval_157_right_angle_triangle,Exception
bash,HumanEval_158_find_max,Exception
bash,HumanEval_159_eat,Exception
bash,HumanEval_160_do_algebra,Exception
bash,HumanEval_161_solve,Exception
bash,HumanEval_162_string_to_md5,Exception
bash,HumanEval_163_generate_integers,Exception
