Go,HumanEval_0_has_close_elements.go_test,Exception
Go,HumanEval_1_separate_paren_groups.go_test,Exception
Go,HumanEval_2_truncate_number.go_test,OK
Go,HumanEval_3_below_zero.go_test,Exception
Go,HumanEval_4_mean_absolute_deviation.go_test,Exception
Go,HumanEval_5_intersperse.go_test,OK
Go,HumanEval_6_parse_nested_parens.go_test,Exception
Go,HumanEval_7_filter_by_substring.go_test,Exception
Go,HumanEval_8_sum_product.go_test,Exception
Go,HumanEval_9_rolling_max.go_test,OK
Go,HumanEval_10_make_palindrome.go_test,SyntaxError
Go,HumanEval_11_string_xor.go_test,OK
Go,HumanEval_13_greatest_common_divisor.go_test,OK
Go,HumanEval_14_all_prefixes.go_test,OK
Go,HumanEval_15_string_sequence.go_test,Exception
Go,HumanEval_16_count_distinct_characters.go_test,Exception
Go,HumanEval_17_parse_music.go_test,SyntaxError
Go,HumanEval_18_how_many_times.go_test,Exception
Go,HumanEval_19_sort_numbers.go_test,SyntaxError
Go,HumanEval_20_find_closest_elements.go_test,Exception
Go,HumanEval_21_rescale_to_unit.go_test,OK
Go,HumanEval_22_filter_integers.go_test,OK
Go,HumanEval_23_strlen.go_test,OK
Go,HumanEval_24_largest_divisor.go_test,OK
Go,HumanEval_25_factorize.go_test,OK
Go,HumanEval_26_remove_duplicates.go_test,SyntaxError
Go,HumanEval_27_flip_case.go_test,OK
Go,HumanEval_28_concatenate.go_test,OK
Go,HumanEval_29_filter_by_prefix.go_test,OK
Go,HumanEval_30_get_positive.go_test,OK
Go,HumanEval_31_is_prime.go_test,OK
Go,HumanEval_33_sort_third.go_test,Exception
Go,HumanEval_34_unique.go_test,SyntaxError
Go,HumanEval_35_max_element.go_test,OK
Go,HumanEval_36_fizz_buzz.go_test,Exception
Go,HumanEval_37_sort_even.go_test,SyntaxError
Go,HumanEval_39_prime_fib.go_test,Exception
Go,HumanEval_40_triples_sum_to_zero.go_test,Exception
Go,HumanEval_41_car_race_collision.go_test,Exception
Go,HumanEval_42_incr_list.go_test,OK
Go,HumanEval_43_pairs_sum_to_zero.go_test,OK
Go,HumanEval_44_change_base.go_test,SyntaxError
Go,HumanEval_45_triangle_area.go_test,OK
Go,HumanEval_46_fib4.go_test,Exception
Go,HumanEval_47_median.go_test,Exception
Go,HumanEval_48_is_palindrome.go_test,Exception
Go,HumanEval_49_modp.go_test,Exception
Go,HumanEval_51_remove_vowels.go_test,SyntaxError
Go,HumanEval_52_below_threshold.go_test,Exception
Go,HumanEval_53_add.go_test,OK
Go,HumanEval_54_same_chars.go_test,Exception
Go,HumanEval_55_fib.go_test,OK
Go,HumanEval_56_correct_bracketing.go_test,OK
Go,HumanEval_57_monotonic.go_test,Exception
Go,HumanEval_58_common.go_test,Exception
Go,HumanEval_59_largest_prime_factor.go_test,SyntaxError
Go,HumanEval_60_sum_to_n.go_test,OK
Go,HumanEval_61_correct_bracketing.go_test,OK
Go,HumanEval_62_derivative.go_test,Exception
Go,HumanEval_63_fibfib.go_test,OK
Go,HumanEval_64_vowels_count.go_test,Exception
Go,HumanEval_65_circular_shift.go_test,Exception
Go,HumanEval_66_digitSum.go_test,Exception
Go,HumanEval_67_fruit_distribution.go_test,OK
Go,HumanEval_68_pluck.go_test,Exception
Go,HumanEval_69_search.go_test,Exception
Go,HumanEval_70_strange_sort_list.go_test,Exception
Go,HumanEval_71_triangle_area.go_test,Exception
Go,HumanEval_72_will_it_fly.go_test,SyntaxError
Go,HumanEval_73_smallest_change.go_test,Exception
Go,HumanEval_74_total_match.go_test,Exception
Go,HumanEval_75_is_multiply_prime.go_test,Exception
Go,HumanEval_76_is_simple_power.go_test,OK
Go,HumanEval_77_iscube.go_test,Exception
Go,HumanEval_78_hex_key.go_test,Exception
Go,HumanEval_79_decimal_to_binary.go_test,Exception
Go,HumanEval_80_is_happy.go_test,Exception
Go,HumanEval_81_numerical_letter_grade.go_test,Exception
Go,HumanEval_82_prime_length.go_test,Exception
Go,HumanEval_83_starts_one_ends.go_test,Exception
Go,HumanEval_84_solve.go_test,Exception
Go,HumanEval_85_add.go_test,Exception
Go,HumanEval_86_anti_shuffle.go_test,Exception
Go,HumanEval_87_get_row.go_test,SyntaxError
Go,HumanEval_88_sort_array.go_test,Exception
Go,HumanEval_89_encrypt.go_test,Exception
Go,HumanEval_91_is_bored.go_test,Exception
Go,HumanEval_92_any_int.go_test,Exception
Go,HumanEval_93_encode.go_test,Exception
Go,HumanEval_94_skjkasdkd.go_test,Exception
Go,HumanEval_95_check_dict_case.go_test,Exception
Go,HumanEval_96_count_up_to.go_test,SyntaxError
Go,HumanEval_97_multiply.go_test,SyntaxError
Go,HumanEval_98_count_upper.go_test,Exception
Go,HumanEval_99_closest_integer.go_test,Exception
Go,HumanEval_100_make_a_pile.go_test,Exception
Go,HumanEval_101_words_string.go_test,SyntaxError
Go,HumanEval_102_choose_num.go_test,Exception
Go,HumanEval_104_unique_digits.go_test,SyntaxError
