lang,problem,model,temp,variation,pass@1,n(t=0.2),pass@10,n(t=0.8),pass@100
pl,HumanEval_155_even_odd_count,davinci,no_args,0.43,200,NA,NA,NA
pl,HumanEval_70_strange_sort_list,davinci,no_args,0.20,200,NA,NA,NA
pl,HumanEval_113_odd_count,davinci,no_args,0.00,200,NA,NA,NA
pl,HumanEval_36_fizz_buzz,davinci,no_args,0.85,200,NA,NA,NA
pl,HumanEval_160_do_algebra,davinci,no_args,0.00,200,NA,NA,NA
pl,HumanEval_75_is_multiply_prime,davinci,no_args,0.04,200,NA,NA,NA
pl,HumanEval_60_sum_to_n,davinci,no_args,1.00,200,NA,NA,NA
pl,HumanEval_53_add,davinci,no_args,1.00,200,NA,NA,NA
pl,HumanEval_90_next_smallest,davinci,no_args,0.01,200,NA,NA,NA
pl,HumanEval_80_is_happy,davinci,no_args,0.47,200,NA,NA,NA
pl,HumanEval_108_count_nums,davinci,no_args,0.00,200,NA,NA,NA
pl,HumanEval_88_sort_array,davinci,no_args,0.43,200,NA,NA,NA
pl,HumanEval_121_solution,davinci,no_args,0.06,200,NA,NA,NA
pl,HumanEval_150_x_or_y,davinci,no_args,0.01,200,NA,NA,NA
pl,HumanEval_110_exchange,davinci,no_args,0.06,200,NA,NA,NA
pl,HumanEval_109_move_one_ball,davinci,no_args,0.01,200,NA,NA,NA
pl,HumanEval_25_factorize,davinci,no_args,0.00,200,NA,NA,NA
pl,HumanEval_42_incr_list,davinci,no_args,0.08,200,NA,NA,NA
pl,HumanEval_22_filter_integers,davinci,no_args,0.04,200,NA,NA,NA
pl,HumanEval_69_search,davinci,no_args,0.41,200,NA,NA,NA
pl,HumanEval_12_longest,davinci,no_args,0.01,200,NA,NA,NA
pl,HumanEval_19_sort_numbers,davinci,no_args,0.29,200,NA,NA,NA
pl,HumanEval_162_string_to_md5,davinci,no_args,0.00,200,NA,NA,NA
pl,HumanEval_131_digits,davinci,no_args,0.00,200,NA,NA,NA
pl,HumanEval_104_unique_digits,davinci,no_args,0.00,200,NA,NA,NA
pl,HumanEval_111_histogram,davinci,no_args,0.01,200,NA,NA,NA
pl,HumanEval_148_bf,davinci,no_args,0.03,200,NA,NA,NA
pl,HumanEval_128_prod_signs,davinci,no_args,0.22,200,NA,NA,NA
pl,HumanEval_152_compare,davinci,no_args,0.00,200,NA,NA,NA
pl,HumanEval_18_how_many_times,davinci,no_args,0.34,200,NA,NA,NA
pl,HumanEval_85_add,davinci,no_args,0.87,200,NA,NA,NA
pl,HumanEval_139_special_factorial,davinci,no_args,0.01,200,NA,NA,NA
pl,HumanEval_122_add_elements,davinci,no_args,1.00,200,NA,NA,NA
pl,HumanEval_31_is_prime,davinci,no_args,0.52,200,NA,NA,NA
pl,HumanEval_140_fix_spaces,davinci,no_args,0.00,200,NA,NA,NA
pl,HumanEval_133_sum_squares,davinci,no_args,0.00,200,NA,NA,NA
pl,HumanEval_124_valid_date,davinci,no_args,0.92,200,NA,NA,NA
pl,HumanEval_2_truncate_number,davinci,no_args,0.99,200,NA,NA,NA
pl,HumanEval_55_fib,davinci,no_args,0.99,200,NA,NA,NA
pl,HumanEval_35_max_element,davinci,no_args,0.26,200,NA,NA,NA
pl,HumanEval_157_right_angle_triangle,davinci,no_args,0.18,200,NA,NA,NA
pl,HumanEval_67_fruit_distribution,davinci,no_args,0.98,200,NA,NA,NA
pl,HumanEval_56_correct_bracketing,davinci,no_args,0.99,200,NA,NA,NA
pl,HumanEval_23_strlen,davinci,no_args,0.98,200,NA,NA,NA
pl,HumanEval_43_pairs_sum_to_zero,davinci,no_args,0.23,200,NA,NA,NA
pl,HumanEval_161_solve,davinci,no_args,0.00,200,NA,NA,NA
pl,HumanEval_62_derivative,davinci,no_args,0.62,200,NA,NA,NA
pl,HumanEval_54_same_chars,davinci,no_args,0.03,200,NA,NA,NA
pl,HumanEval_158_find_max,davinci,no_args,0.00,200,NA,NA,NA
pl,HumanEval_100_make_a_pile,davinci,no_args,0.00,200,NA,NA,NA
pl,HumanEval_24_largest_divisor,davinci,no_args,0.76,200,NA,NA,NA
pl,HumanEval_107_even_odd_palindrome,davinci,no_args,0.07,200,NA,NA,NA
pl,HumanEval_16_count_distinct_characters,davinci,no_args,0.95,200,NA,NA,NA
pl,HumanEval_27_flip_case,davinci,no_args,0.74,200,NA,NA,NA
pl,HumanEval_119_match_parens,davinci,no_args,0.00,200,NA,NA,NA
pl,HumanEval_41_car_race_collision,davinci,no_args,0.00,200,NA,NA,NA
pl,HumanEval_64_vowels_count,davinci,no_args,0.04,200,NA,NA,NA
pl,HumanEval_112_reverse_delete,davinci,no_args,0.42,200,NA,NA,NA
pl,HumanEval_145_order_by_points,davinci,no_args,0.00,200,NA,NA,NA
pl,HumanEval_126_is_sorted,davinci,no_args,0.00,200,NA,NA,NA
pl,HumanEval_153_Strongest_Extension,davinci,no_args,0.13,200,NA,NA,NA
pl,HumanEval_79_decimal_to_binary,davinci,no_args,0.01,200,NA,NA,NA
pl,HumanEval_26_remove_duplicates,davinci,no_args,0.02,200,NA,NA,NA
pl,HumanEval_132_is_nested,davinci,no_args,0.00,200,NA,NA,NA
pl,HumanEval_125_split_words,davinci,no_args,0.00,200,NA,NA,NA
pl,HumanEval_74_total_match,davinci,no_args,0.77,200,NA,NA,NA
pl,HumanEval_154_cycpattern_check,davinci,no_args,0.70,200,NA,NA,NA
pl,HumanEval_48_is_palindrome,davinci,no_args,0.85,200,NA,NA,NA
pl,HumanEval_77_iscube,davinci,no_args,0.03,200,NA,NA,NA
pl,HumanEval_15_string_sequence,davinci,no_args,0.29,200,NA,NA,NA
pl,HumanEval_98_count_upper,davinci,no_args,0.35,200,NA,NA,NA
pl,HumanEval_89_encrypt,davinci,no_args,0.08,200,NA,NA,NA
pl,HumanEval_156_int_to_mini_roman,davinci,no_args,0.34,200,NA,NA,NA
pl,HumanEval_44_change_base,davinci,no_args,1.00,200,NA,NA,NA
pl,HumanEval_159_eat,davinci,no_args,0.19,200,NA,NA,NA
pl,HumanEval_63_fibfib,davinci,no_args,0.96,200,NA,NA,NA
pl,HumanEval_102_choose_num,davinci,no_args,0.85,200,NA,NA,NA
pl,HumanEval_4_mean_absolute_deviation,davinci,no_args,0.00,200,NA,NA,NA
pl,HumanEval_40_triples_sum_to_zero,davinci,no_args,0.37,200,NA,NA,NA
pl,HumanEval_81_numerical_letter_grade,davinci,no_args,0.00,200,NA,NA,NA
pl,HumanEval_29_filter_by_prefix,davinci,no_args,0.16,200,NA,NA,NA
pl,HumanEval_21_rescale_to_unit,davinci,no_args,0.00,200,NA,NA,NA
