Sounio,HumanEval_0_has_close_elements,SyntaxError
Sounio,HumanEval_1_separate_paren_groups,SyntaxError
Sounio,HumanEval_2_truncate_number,SyntaxError
Sounio,HumanEval_3_below_zero,SyntaxError
Sounio,HumanEval_4_mean_absolute_deviation,SyntaxError
Sounio,HumanEval_5_intersperse,SyntaxError
Sounio,HumanEval_6_parse_nested_parens,SyntaxError
Sounio,HumanEval_7_filter_by_substring,SyntaxError
Sounio,HumanEval_8_sum_product,SyntaxError
Sounio,HumanEval_9_rolling_max,SyntaxError
Sounio,HumanEval_10_make_palindrome,SyntaxError
Sounio,HumanEval_11_string_xor,SyntaxError
Sounio,HumanEval_13_greatest_common_divisor,SyntaxError
Sounio,HumanEval_14_all_prefixes,SyntaxError
Sounio,HumanEval_15_string_sequence,SyntaxError
Sounio,HumanEval_16_count_distinct_characters,SyntaxError
Sounio,HumanEval_17_parse_music,SyntaxError
Sounio,HumanEval_18_how_many_times,SyntaxError
Sounio,HumanEval_19_sort_numbers,SyntaxError
Sounio,HumanEval_20_find_closest_elements,SyntaxError
Sounio,HumanEval_21_rescale_to_unit,SyntaxError
Sounio,HumanEval_23_strlen,SyntaxError
Sounio,HumanEval_24_largest_divisor,SyntaxError
Sounio,HumanEval_25_factorize,SyntaxError
Sounio,HumanEval_26_remove_duplicates,SyntaxError
Sounio,HumanEval_27_flip_case,SyntaxError
Sounio,HumanEval_28_concatenate,SyntaxError
Sounio,HumanEval_29_filter_by_prefix,SyntaxError
Sounio,HumanEval_30_get_positive,SyntaxError
Sounio,HumanEval_31_is_prime,SyntaxError
Sounio,HumanEval_33_sort_third,SyntaxError
Sounio,HumanEval_34_unique,SyntaxError
Sounio,HumanEval_35_max_element,SyntaxError
Sounio,HumanEval_36_fizz_buzz,SyntaxError
Sounio,HumanEval_37_sort_even,SyntaxError
Sounio,HumanEval_39_prime_fib,SyntaxError
Sounio,HumanEval_40_triples_sum_to_zero,SyntaxError
Sounio,HumanEval_41_car_race_collision,SyntaxError
Sounio,HumanEval_42_incr_list,SyntaxError
Sounio,HumanEval_43_pairs_sum_to_zero,SyntaxError
Sounio,HumanEval_44_change_base,SyntaxError
Sounio,HumanEval_45_triangle_area,Exception
Sounio,HumanEval_46_fib4,SyntaxError
Sounio,HumanEval_47_median,SyntaxError
Sounio,HumanEval_48_is_palindrome,SyntaxError
Sounio,HumanEval_49_modp,SyntaxError
Sounio,HumanEval_51_remove_vowels,SyntaxError
Sounio,HumanEval_52_below_threshold,SyntaxError
Sounio,HumanEval_53_add,SyntaxError
Sounio,HumanEval_54_same_chars,SyntaxError
Sounio,HumanEval_55_fib,SyntaxError
Sounio,HumanEval_56_correct_bracketing,SyntaxError
Sounio,HumanEval_57_monotonic,SyntaxError
Sounio,HumanEval_58_common,SyntaxError
Sounio,HumanEval_59_largest_prime_factor,SyntaxError
Sounio,HumanEval_60_sum_to_n,SyntaxError
Sounio,HumanEval_61_correct_bracketing,SyntaxError
Sounio,HumanEval_62_derivative,SyntaxError
Sounio,HumanEval_63_fibfib,SyntaxError
Sounio,HumanEval_64_vowels_count,SyntaxError
Sounio,HumanEval_65_circular_shift,SyntaxError
Sounio,HumanEval_66_digitSum,SyntaxError
Sounio,HumanEval_67_fruit_distribution,SyntaxError
Sounio,HumanEval_68_pluck,SyntaxError
Sounio,HumanEval_69_search,SyntaxError
Sounio,HumanEval_70_strange_sort_list,SyntaxError
Sounio,HumanEval_71_triangle_area,SyntaxError
Sounio,HumanEval_72_will_it_fly,SyntaxError
Sounio,HumanEval_73_smallest_change,SyntaxError
Sounio,HumanEval_74_total_match,SyntaxError
Sounio,HumanEval_75_is_multiply_prime,SyntaxError
Sounio,HumanEval_76_is_simple_power,Exception
Sounio,HumanEval_77_iscube,SyntaxError
Sounio,HumanEval_78_hex_key,SyntaxError
Sounio,HumanEval_79_decimal_to_binary,SyntaxError
Sounio,HumanEval_80_is_happy,SyntaxError
Sounio,HumanEval_81_numerical_letter_grade,SyntaxError
Sounio,HumanEval_82_prime_length,SyntaxError
Sounio,HumanEval_83_starts_one_ends,SyntaxError
Sounio,HumanEval_84_solve,SyntaxError
Sounio,HumanEval_85_add,SyntaxError
Sounio,HumanEval_86_anti_shuffle,SyntaxError
Sounio,HumanEval_87_get_row,SyntaxError
Sounio,HumanEval_88_sort_array,SyntaxError
Sounio,HumanEval_89_encrypt,SyntaxError
Sounio,HumanEval_90_next_smallest,SyntaxError
Sounio,HumanEval_91_is_bored,SyntaxError
Sounio,HumanEval_93_encode,SyntaxError
Sounio,HumanEval_94_skjkasdkd,SyntaxError
Sounio,HumanEval_95_check_dict_case,SyntaxError
Sounio,HumanEval_96_count_up_to,SyntaxError
Sounio,HumanEval_97_multiply,Exception
Sounio,HumanEval_98_count_upper,SyntaxError
Sounio,HumanEval_99_closest_integer,SyntaxError
Sounio,HumanEval_100_make_a_pile,SyntaxError
Sounio,HumanEval_101_words_string,SyntaxError
Sounio,HumanEval_102_choose_num,SyntaxError
Sounio,HumanEval_104_unique_digits,SyntaxError
Sounio,HumanEval_105_by_length,SyntaxError
Sounio,HumanEval_106_f,SyntaxError
Sounio,HumanEval_107_even_odd_palindrome,SyntaxError
Sounio,HumanEval_109_move_one_ball,SyntaxError
Sounio,HumanEval_110_exchange,SyntaxError
Sounio,HumanEval_111_histogram,SyntaxError
Sounio,HumanEval_112_reverse_delete,SyntaxError
Sounio,HumanEval_114_minSubArraySum,SyntaxError
Sounio,HumanEval_115_max_fill,SyntaxError
Sounio,HumanEval_117_select_words,SyntaxError
Sounio,HumanEval_118_get_closest_vowel,SyntaxError
Sounio,HumanEval_119_match_parens,SyntaxError
Sounio,HumanEval_120_maximum,SyntaxError
Sounio,HumanEval_121_solution,SyntaxError
Sounio,HumanEval_122_add_elements,SyntaxError
Sounio,HumanEval_123_get_odd_collatz,SyntaxError
Sounio,HumanEval_124_valid_date,SyntaxError
Sounio,HumanEval_126_is_sorted,SyntaxError
Sounio,HumanEval_127_intersection,SyntaxError
Sounio,HumanEval_129_minPath,SyntaxError
Sounio,HumanEval_130_tri,SyntaxError
Sounio,HumanEval_131_digits,SyntaxError
Sounio,HumanEval_132_is_nested,SyntaxError
Sounio,HumanEval_133_sum_squares,SyntaxError
Sounio,HumanEval_134_check_if_last_char_is_a_letter,SyntaxError
Sounio,HumanEval_135_can_arrange,SyntaxError
Sounio,HumanEval_136_largest_smallest_integers,SyntaxError
Sounio,HumanEval_138_is_equal_to_sum_even,Exception
Sounio,HumanEval_139_special_factorial,Exception
Sounio,HumanEval_140_fix_spaces,SyntaxError
Sounio,HumanEval_141_file_name_check,SyntaxError
Sounio,HumanEval_142_sum_squares,SyntaxError
Sounio,HumanEval_143_words_in_sentence,SyntaxError
Sounio,HumanEval_144_simplify,SyntaxError
Sounio,HumanEval_146_specialFilter,SyntaxError
Sounio,HumanEval_147_get_max_triples,SyntaxError
Sounio,HumanEval_149_sorted_list_sum,SyntaxError
Sounio,HumanEval_150_x_or_y,SyntaxError
Sounio,HumanEval_151_double_the_difference,SyntaxError
Sounio,HumanEval_152_compare,SyntaxError
Sounio,HumanEval_153_Strongest_Extension,SyntaxError
Sounio,HumanEval_154_cycpattern_check,SyntaxError
Sounio,HumanEval_155_even_odd_count,SyntaxError
Sounio,HumanEval_157_right_angle_triangle,SyntaxError
Sounio,HumanEval_158_find_max,SyntaxError
Sounio,HumanEval_159_eat,SyntaxError
Sounio,HumanEval_160_do_algebra,SyntaxError
Sounio,HumanEval_161_solve,SyntaxError
Sounio,HumanEval_162_string_to_md5,SyntaxError
Sounio,HumanEval_163_generate_integers,SyntaxError
