lang,problem,model,temp,variation,pass@1,n(t=0.2),pass@10,n(t=0.8),pass@100
py,HumanEval_52_below_threshold,davinci,0.2,notypes,0.92,200,NA,NA,NA
py,HumanEval_63_fibfib,davinci,0.2,notypes,0.98,200,NA,NA,NA
py,HumanEval_84_solve,davinci,0.2,notypes,0.00,200,NA,NA,NA
py,HumanEval_61_correct_bracketing,davinci,0.2,notypes,0.83,200,NA,NA,NA
py,HumanEval_82_prime_length,davinci,0.2,notypes,0.10,200,NA,NA,NA
py,HumanEval_9_rolling_max,davinci,0.2,notypes,0.10,200,NA,NA,NA
py,HumanEval_136_largest_smallest_integers,davinci,0.2,notypes,0.11,200,NA,NA,NA
py,HumanEval_10_make_palindrome,davinci,0.2,notypes,0.02,200,NA,NA,NA
py,HumanEval_64_vowels_count,davinci,0.2,notypes,0.12,200,NA,NA,NA
py,HumanEval_78_hex_key,davinci,0.2,notypes,0.94,200,NA,NA,NA
py,HumanEval_144_simplify,davinci,0.2,notypes,0.68,200,NA,NA,NA
py,HumanEval_57_monotonic,davinci,0.2,notypes,0.87,200,NA,NA,NA
py,HumanEval_29_filter_by_prefix,davinci,0.2,notypes,1.00,200,NA,NA,NA
py,HumanEval_116_sort_array,davinci,0.2,notypes,1.00,200,NA,NA,NA
py,HumanEval_55_fib,davinci,0.2,notypes,1.00,200,NA,NA,NA
py,HumanEval_56_correct_bracketing,davinci,0.2,notypes,0.95,200,NA,NA,NA
py,HumanEval_75_is_multiply_prime,davinci,0.2,notypes,0.02,200,NA,NA,NA
py,HumanEval_98_count_upper,davinci,0.2,notypes,0.98,200,NA,NA,NA
py,HumanEval_147_get_max_triples,davinci,0.2,notypes,0.87,200,NA,NA,NA
py,HumanEval_36_fizz_buzz,davinci,0.2,notypes,0.63,200,NA,NA,NA
py,HumanEval_40_triples_sum_to_zero,davinci,0.2,notypes,0.95,200,NA,NA,NA
py,HumanEval_120_maximum,davinci,0.2,notypes,0.03,200,NA,NA,NA
py,HumanEval_34_unique,davinci,0.2,notypes,1.00,200,NA,NA,NA
py,HumanEval_21_rescale_to_unit,davinci,0.2,notypes,0.96,200,NA,NA,NA
py,HumanEval_134_check_if_last_char_is_a_letter,davinci,0.2,notypes,0.00,200,NA,NA,NA
py,HumanEval_131_digits,davinci,0.2,notypes,0.00,200,NA,NA,NA
py,HumanEval_70_strange_sort_list,davinci,0.2,notypes,0.36,200,NA,NA,NA
py,HumanEval_16_count_distinct_characters,davinci,0.2,notypes,0.97,200,NA,NA,NA
py,HumanEval_2_truncate_number,davinci,0.2,notypes,1.00,200,NA,NA,NA
py,HumanEval_47_median,davinci,0.2,notypes,0.98,200,NA,NA,NA
